gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,weekly_max_night_mins,videos_watched,customer_support_calls,churn
1,0.0296544308,0.3824029288,0,0,1.211624716,1.263592921,1.204999517,1.410568783,-0.4154730485,1
0,1.991639499,2.363458115,0,0,-2.449104488,2.887598444,-0.6885227851,-1.403000476,-0.4154730485,0
1,1.795440992,0.1065598016,0,0,-0.2928865746,0.1809225718,0.8467655677,1.410568783,-0.4154730485,0
1,-0.657040343,1.761618565,0,0,1.237692981,-0.3965016142,-0.2791125577,1.410568783,-1.178467946,0
0,0.6182499512,-0.5955863403,0,0,1.554236198,0.4335456531,0.02794511285,0.2047533863,-0.4154730485,1
1,-0.657040343,-0.1442066776,0,0,-0.7900456272,1.155325886,1.563233466,-1.00106201,-1.178467946,0
0,-0.2646433294,-0.4702031007,0,1,-0.2239918744,-0.3604126026,0.1302976697,0.6066918519,1.873511644,1
1,1.108746218,0.9340891832,0,0,1.157626167,1.624483037,-2.582045087,-1.00106201,1.110516746,0
1,-1.049437357,0.4827095205,1,1,-0.3710913694,-0.5408576607,0.3350027834,0.2047533863,2.636506541,1
1,-0.166544076,0.9591658311,0,1,0.0739311534,1.732750072,1.256175795,-0.5991235449,-0.4154730485,0
0,0.5201506978,0.6080927602,0,0,-0.8961807059,0.3974566415,0.02794511285,-1.00106201,-0.4154730485,0
1,-0.166544076,-1.297732482,0,1,0.9490800476,-0.9378367886,-0.6885227851,-0.1971850793,1.110516746,0
0,2.384036512,0.1567130975,0,0,0.133515759,0.2891896066,-0.9955804557,-0.5991235449,-0.4154730485,0
1,0.6182499512,1.535928733,0,0,2.84833935,-1.731795044,1.40970463,1.812507249,1.873511644,1
1,-0.5589410896,-0.2695899173,0,0,-1.817880073,-1.082192835,-1.558519518,-0.1971850793,-0.4154730485,0
0,-0.4608418362,0.1316364496,1,1,-0.4437101074,1.624483037,-0.2791125577,-0.5991235449,-1.178467946,1
0,-0.657040343,-1.021889355,0,0,0.04786288847,0.3974566415,-0.02323116558,1.410568783,1.873511644,0
0,-0.657040343,-0.4702031007,0,0,-0.6429461323,-1.803973068,0.4373553403,-0.1971850793,-0.4154730485,0
1,-0.3627425828,-0.8212761717,0,0,-0.5107427887,-1.912240102,0.1814739481,-0.5991235449,0.347521849,0
1,1.304944725,0.7334759998,0,0,0.6716392279,-1.912240102,0.4373553403,2.214445714,0.347521849,0
1,0.9125477114,-1.097119299,0,0,-0.795631684,1.48012699,-1.456166962,-0.1971850793,-0.4154730485,0
1,-0.8532388498,-0.9466594113,0,0,-0.6112918105,0.7222577461,0.7444130108,-0.5991235449,-1.178467946,0
1,1.599242485,-0.1191300297,0,1,1.505823706,-0.03561149798,-0.1767600009,0.2047533863,-0.4154730485,0
0,0.5201506978,-0.5955863403,0,0,0.8280488175,-1.262637893,-1.353814405,-1.00106201,0.347521849,0
0,-0.7551395964,-1.573575609,0,0,0.2079965159,0.9748808275,0.8467655677,-1.403000476,-1.178467946,0
0,0.2258529376,-0.4952797486,0,0,2.650965344,-1.262637893,1.153823238,1.410568783,-1.178467946,1
0,0.4220514444,2.263151523,0,0,-0.1960615905,-0.4686796375,-0.3814651146,0.2047533863,-0.4154730485,0
0,0.6182499512,1.711465269,0,1,-1.536715216,0.4335456531,1.204999517,-1.00106201,0.347521849,0
0,0.0296544308,1.661311973,1,1,-0.9632133871,-0.5047686491,1.512057187,1.008630317,0.347521849,0
0,-0.0684448226,-1.44819237,0,0,1.140867997,0.1448335601,-0.4838176714,-0.1971850793,-1.178467946,0
1,0.4220514444,-0.09405338179,0,0,1.49837563,0.4696346648,-0.6885227851,-0.1971850793,2.636506541,0
0,-1.245635863,-0.5955863403,1,0,1.738576071,0.6500797229,-0.8420516204,1.008630317,-0.4154730485,1
1,-0.9513381032,-0.1442066776,0,0,0.1986864213,-0.9739258002,-0.1767600009,0.2047533863,-0.4154730485,0
1,0.6182499512,-0.5955863403,0,1,0.181928251,-0.07170050961,0.3861790618,0.2047533863,-0.4154730485,0
0,-1.245635863,-0.5705096924,0,0,-0.3152308017,-1.262637893,-1.763224632,-0.5991235449,0.347521849,0
1,-0.2646433294,-1.147272595,0,1,-1.264860453,0.3974566415,-0.8932278988,-0.1971850793,0.347521849,0
1,-0.7551395964,-1.473269018,0,0,-0.3841255018,0.3252786183,-1.251461848,0.2047533863,-0.4154730485,0
1,-0.8532388498,-1.172349243,0,1,-0.6373600755,1.047058851,-0.2279362793,0.2047533863,1.110516746,0
1,-0.4608418362,0.7836292957,0,0,-0.4939846183,0.07265553689,-0.8932278988,-0.5991235449,-1.178467946,0
1,1.304944725,-0.04390008594,0,1,-1.09727875,0.6500797229,0.4885316187,-1.403000476,-0.4154730485,0
0,0.2258529376,-0.2445132694,0,1,0.07206913448,-0.901747777,1.204999517,-0.5991235449,-0.4154730485,0
1,-1.14753661,1.159779015,1,0,-0.3692293505,-0.3604126026,-0.1255837224,-0.5991235449,0.347521849,0
1,-0.2646433294,-1.222502539,1,0,-0.4902605805,1.407948967,-0.432641393,-0.1971850793,-1.178467946,1
0,1.697341739,0.006253209916,0,1,-0.05268613342,-1.010014812,-1.456166962,-1.00106201,-1.178467946,0
1,0.1277536842,0.658246056,0,0,-1.071210485,0.4696346648,0.283826505,-0.5991235449,-0.4154730485,0
1,1.010646965,-0.06897673387,0,1,-1.095416731,-0.6852137072,-0.02323116558,0.2047533863,1.110516746,0
1,-0.2646433294,-1.122195947,0,1,0.1744801753,0.830524781,0.07912139128,-0.1971850793,0.347521849,0
0,-0.5589410896,-0.6457396362,0,1,0.2564090079,1.588394025,-0.432641393,-0.5991235449,0.347521849,0
0,0.814448458,-0.3448198611,0,1,-1.060038371,1.119236874,0.1302976697,-0.1971850793,-0.4154730485,0
1,-1.245635863,-0.1191300297,0,1,-2.588755908,0.6139907113,-0.4838176714,1.008630317,-1.178467946,0
0,0.4220514444,-0.6206629883,1,0,-0.2463361015,-0.03561149798,1.051470681,-0.5991235449,1.110516746,0
0,-0.4608418362,-1.824342089,0,0,-1.99663389,-0.1077895212,-1.50734324,-0.5991235449,-0.4154730485,0
1,0.323952191,-0.8714294675,0,0,0.1484119104,-0.9739258002,-0.7396990635,0.6066918519,-0.4154730485,0
1,2.776433526,1.586082029,0,0,1.261899227,-0.2160565561,-0.9444041772,1.008630317,-1.178467946,1
0,-0.166544076,-1.398039074,0,0,-0.6839105486,-0.9378367886,-1.200285569,-0.1971850793,-0.4154730485,0
0,0.7163492046,1.661311973,0,0,1.75719626,0.253100595,0.9491181245,0.2047533863,-1.178467946,0
1,-0.7551395964,-0.1943599735,0,0,-0.747219192,-0.2882345794,1.767938579,1.008630317,0.347521849,0
0,1.010646965,-0.3949731569,0,0,-0.1941995716,0.1448335601,-1.558519518,1.008630317,-1.178467946,0
1,-0.657040343,-1.372962426,0,0,-0.3748154072,0.1448335601,-0.3814651146,-0.5991235449,0.347521849,0
0,0.4220514444,1.009319127,0,0,-1.017211936,-0.6491246956,-0.3302888361,-0.1971850793,-0.4154730485,0
1,-0.5589410896,0.5579394643,0,0,-1.341203229,-0.2521455677,0.9491181245,-0.5991235449,0.347521849,0
0,0.0296544308,-1.247579186,0,1,2.286009635,1.227503909,0.1302976697,3.822199577,1.110516746,0
0,-1.14753661,0.8087059436,0,0,0.2489609322,0.5057236764,0.9491181245,-0.1971850793,2.636506541,1
0,0.7163492046,0.4827095205,0,1,0.6921214361,-0.7934807421,-0.3814651146,0.2047533863,0.347521849,0
0,-0.2646433294,0.8588592394,0,0,1.163212224,0.5779016996,0.7444130108,0.6066918519,-0.4154730485,0
0,1.304944725,-0.2695899173,0,0,-0.723012946,0.2170115834,-1.404990683,-1.00106201,0.347521849,0
1,0.2258529376,0.2319430413,0,0,1.578442444,-0.2521455677,-0.7396990635,1.812507249,-0.4154730485,1
1,2.482135766,-1.974801976,0,1,-0.8794225356,0.9748808275,-1.149109291,1.008630317,1.110516746,0
1,0.0296544308,1.586082029,0,0,-1.071210485,0.830524781,-0.1767600009,1.008630317,-0.4154730485,0
0,-0.3627425828,1.686388621,0,0,-0.2519221583,-0.1077895212,-0.2791125577,0.2047533863,-0.4154730485,0
0,1.304944725,-0.6206629883,0,1,-1.162449412,-2.164863184,0.6932367324,1.008630317,1.110516746,0
1,0.4220514444,-0.3448198611,0,0,-1.039556163,-1.262637893,0.9491181245,1.410568783,1.110516746,0
0,0.2258529376,-1.623728905,0,1,1.150178091,-0.2882345794,-1.660872075,-0.1971850793,-0.4154730485,0
1,-0.7551395964,1.9371551,0,0,0.9844584071,0.830524781,-1.200285569,1.008630317,0.347521849,0
1,-0.166544076,0.5579394643,0,0,0.9788723504,0.6139907113,-0.4838176714,-1.00106201,-1.178467946,0
1,-0.7551395964,0.4576328726,0,0,-0.7360470784,-0.8295697537,2.791464148,-1.403000476,-1.178467946,0
1,-0.4608418362,-0.3197432131,1,1,0.7759122877,0.4696346648,1.204999517,-0.5991235449,-0.4154730485,0
1,0.5201506978,-0.1191300297,0,1,-0.9390071411,0.6139907113,0.7444130108,-0.5991235449,-0.4154730485,0
1,-0.3627425828,0.0814831537,1,0,-2.180973763,-0.2882345794,-1.149109291,-0.1971850793,1.110516746,0
1,0.7163492046,0.8839358874,0,0,1.245141056,0.8666137926,0.4373553403,0.2047533863,-0.4154730485,0
0,-0.4608418362,1.109625719,0,0,0.3941984083,1.083147862,0.9491181245,-1.00106201,-0.4154730485,0
0,-0.657040343,1.20993231,0,1,1.358724211,0.7583467578,-0.074407444,-1.403000476,-0.4154730485,0
1,-1.049437357,-0.7460462279,0,0,-0.9985917467,-0.2160565561,-0.2279362793,-1.00106201,-1.178467946,0
1,0.9125477114,1.235008958,0,0,-0.2481981204,-0.7213027189,1.563233466,0.6066918519,4.162496336,0
0,-1.44183437,-2.100185216,0,0,0.9248738016,0.2170115834,-0.4838176714,-1.00106201,-1.178467946,1
0,-0.5589410896,-1.147272595,1,0,0.1968244024,-0.1799675445,0.5397078971,-1.00106201,0.347521849,1
1,0.7163492046,-0.4200498048,0,0,0.4165426354,-1.226548882,-0.9444041772,-0.1971850793,-1.178467946,0
1,0.0296544308,-0.695892932,0,0,1.36058623,-0.1438785329,-0.5861702283,-0.1971850793,-1.178467946,0
1,0.4220514444,-1.749112145,0,0,0.8839093852,0.830524781,1.716762301,-0.5991235449,-1.178467946,0
1,-0.2646433294,-1.097119299,0,0,-0.3282649341,1.660572048,0.7444130108,-1.403000476,1.873511644,1
1,-1.44183437,-0.1692833256,0,0,0.2005484402,-0.7573917305,1.051470681,-0.5991235449,1.110516746,0
1,0.9125477114,-0.695892932,0,0,-0.0824784362,0.5779016996,-0.2279362793,-0.5991235449,-0.4154730485,0
1,-0.4608418362,-0.2194366214,0,1,1.732990014,-0.2160565561,0.6932367324,-1.00106201,-0.4154730485,0
1,-0.166544076,0.2570196892,1,0,2.110979856,1.552305014,-0.4838176714,-0.1971850793,-1.178467946,1
1,0.9125477114,0.9340891832,0,0,-1.292790737,0.1087445485,-1.865577189,-0.5991235449,1.110516746,0
0,-0.4608418362,1.235008958,0,0,1.165074243,-0.07170050961,-1.046756734,-0.5991235449,1.110516746,1
0,-0.0684448226,-1.122195947,0,1,-0.9203869519,0.2891896066,0.6932367324,0.2047533863,1.873511644,1
0,0.1277536842,-0.695892932,1,1,-0.747219192,-1.695706033,-0.6373465067,0.6066918519,-1.178467946,0
0,-0.166544076,0.7083993519,0,0,0.6716392279,0.9027028043,-1.353814405,-0.1971850793,-0.4154730485,0
1,-0.0684448226,0.8087059436,0,0,-1.8402243,0.03656652526,0.7444130108,-1.00106201,-1.178467946,0
0,-0.657040343,1.159779015,0,0,-0.5703273942,-0.8295697537,-0.02323116558,-0.1971850793,4.162496336,1
0,0.0296544308,0.8588592394,0,1,0.6865353793,-0.5769466724,-0.8932278988,-1.00106201,-1.178467946,0
0,0.1277536842,-0.01882343801,0,0,-2.179111744,-0.613035684,1.051470681,0.2047533863,-0.4154730485,0
1,0.0296544308,0.1817897454,0,0,0.2713051593,0.9027028043,0.283826505,-1.403000476,0.347521849,0
0,-0.166544076,-1.548498962,0,1,0.3215796703,-2.273130219,0.1814739481,-1.00106201,-1.178467946,0
1,-1.049437357,-0.8965061155,0,0,-0.2221298555,-0.03561149798,-0.1255837224,-0.5991235449,0.347521849,0
1,-1.245635863,-0.8965061155,0,1,0.3979224461,0.7583467578,1.358528352,-0.5991235449,-0.4154730485,0
1,0.5201506978,1.811771861,0,1,1.768368374,-0.5047686491,1.153823238,-1.00106201,-0.4154730485,0
0,-0.2646433294,-0.4952797486,1,0,0.1707561374,1.335770944,0.7955892892,-0.5991235449,0.347521849,1
0,0.1277536842,-0.3448198611,0,1,0.8485310257,-0.1438785329,-0.9955804557,-1.00106201,-1.178467946,0
1,0.7163492046,-0.4451264528,0,0,0.1726181564,0.1448335601,-0.8932278988,0.2047533863,1.110516746,1
1,0.0296544308,0.9340891832,1,0,-0.8347340814,0.7583467578,-0.9955804557,-1.00106201,0.347521849,1
1,-0.7551395964,-0.1943599735,0,0,1.293553548,-0.3965016142,0.7955892892,-0.5991235449,-1.178467946,0
0,-0.2646433294,1.535928733,1,0,0.1800662321,-3.211444521,1.870291136,0.6066918519,-0.4154730485,0
0,1.108746218,-1.523422314,0,1,-0.7118408324,0.6500797229,1.563233466,0.2047533863,-0.4154730485,0
1,-0.4608418362,0.2068663933,0,0,0.3457859163,-0.2882345794,-1.302638126,-0.5991235449,-1.178467946,1
0,-0.0684448226,-0.8463528196,0,1,0.9211497637,-0.7934807421,0.9491181245,-1.403000476,0.347521849,0
0,-0.657040343,-0.1442066776,0,0,-0.1104087201,-0.8295697537,-0.3302888361,-1.403000476,-0.4154730485,0
1,-0.2646433294,-0.1943599735,1,0,1.570994368,-0.324323591,-1.404990683,0.2047533863,-1.178467946,0
1,-0.8532388498,0.2570196892,0,1,1.049629069,-0.1799675445,-0.9444041772,0.6066918519,-0.4154730485,0
0,0.6182499512,-0.1442066776,1,1,0.3197176513,-0.2521455677,0.1302976697,0.2047533863,1.873511644,0
1,1.795440992,-0.8714294675,0,1,1.906157774,0.6500797229,-0.3814651146,-0.1971850793,-0.4154730485,0
0,-0.5589410896,1.561005381,0,1,-0.004273641398,-0.324323591,0.2326502266,1.410568783,-0.4154730485,1
0,-0.5589410896,-2.250645104,0,0,0.1148955697,0.4335456531,-2.223811138,0.6066918519,0.347521849,0
0,-0.166544076,0.7083993519,0,0,-1.426856099,-1.370904928,-0.2791125577,1.008630317,-1.178467946,0
1,-0.5589410896,1.410545494,1,0,1.807470771,-0.6852137072,-0.2279362793,-0.5991235449,-0.4154730485,0
1,-0.8532388498,0.006253209916,0,1,0.669777209,0.5057236764,2.893816705,-0.1971850793,-0.4154730485,0
1,-0.3627425828,-0.9215827634,0,0,-1.804845941,1.010969839,-0.5861702283,-0.5991235449,-1.178467946,0
0,0.1277536842,0.4827095205,0,1,-0.3468851234,-1.298726905,-0.432641393,1.410568783,-0.4154730485,0
0,-0.5589410896,0.1817897454,1,0,0.2694431404,0.3613676299,-0.3814651146,1.008630317,0.347521849,0
1,0.7163492046,-0.1191300297,0,0,1.08314541,0.5779016996,0.7444130108,-0.1971850793,1.873511644,0
1,0.2258529376,0.03132985784,0,0,0.4966094491,1.588394025,-0.02323116558,-0.5991235449,-1.178467946,0
0,2.678334273,-0.7961995237,0,0,-0.5796374888,0.6861687345,0.1302976697,-0.5991235449,1.110516746,0
1,-0.2646433294,0.2820963371,0,0,-0.1327529471,-0.8295697537,0.1814739481,-0.5991235449,1.873511644,1
0,2.678334273,-1.172349243,0,0,0.4686791652,0.1809225718,2.126172528,-1.00106201,1.110516746,0
0,-1.638032877,-0.04390008594,0,1,-2.147457423,-3.680601672,-0.8420516204,-1.804938942,0.347521849,0
0,-0.7551395964,-0.8212761717,0,0,-0.1532351553,0.6139907113,0.5397078971,-0.1971850793,0.347521849,0
1,-0.8532388498,0.307172985,0,0,-0.1755793824,0.3613676299,-0.4838176714,0.6066918519,-1.178467946,0
0,-1.44183437,-0.1442066776,0,0,0.034828756,-0.3604126026,-0.1767600009,-1.00106201,1.873511644,0
0,-0.7551395964,0.6833227039,0,0,-0.7509432298,-0.5047686491,-0.6373465067,-0.1971850793,0.347521849,0
1,0.0296544308,1.535928733,0,0,-1.994771871,0.5779016996,-0.4838176714,-1.00106201,0.347521849,0
1,0.4220514444,-0.7460462279,0,0,-0.8421821571,-0.9378367886,0.642060454,0.6066918519,1.110516746,0
0,-0.5589410896,-0.9717360592,0,1,2.025326986,-0.5769466724,-2.633221365,-0.5991235449,-1.178467946,0
0,0.1277536842,1.46069879,0,0,-0.0750303605,0.2891896066,-0.1255837224,0.6066918519,-0.4154730485,0
0,0.9125477114,0.2068663933,0,0,-1.432442156,-0.8295697537,-0.5861702283,-0.5991235449,-0.4154730485,0
1,0.5201506978,-0.1943599735,0,1,-0.7137028514,0.0004775136398,-0.2791125577,2.61638418,-1.178467946,0
0,0.5201506978,0.4576328726,0,1,1.422032854,0.541812688,1.512057187,-1.403000476,-0.4154730485,0
1,-1.049437357,0.1567130975,0,1,-1.830914206,-0.1077895212,0.642060454,-0.1971850793,-0.4154730485,0
1,-1.245635863,2.313304819,0,0,0.7759122877,0.9027028043,-0.8932278988,0.6066918519,1.873511644,0
1,1.010646965,-1.548498962,0,0,-0.7844595705,1.407948967,-1.200285569,-0.5991235449,0.347521849,0
1,-1.14753661,0.9090125353,0,0,1.349414116,0.1809225718,0.4885316187,-0.5991235449,0.347521849,0
0,-0.9513381032,0.0814831537,0,0,-0.5461211482,0.07265553689,0.1814739481,1.410568783,4.925491234,1
0,0.0296544308,0.4074795767,0,1,0.3811642758,-0.6852137072,-0.02323116558,-0.1971850793,-0.4154730485,0
1,-0.4608418362,-1.272655834,0,1,0.6418469252,-0.7934807421,0.3350027834,3.420261111,1.110516746,0
0,-1.245635863,0.4576328726,0,0,0.1391018157,0.7222577461,-0.1767600009,0.6066918519,-0.4154730485,0
0,-0.2646433294,-1.498345666,0,1,-0.5926716213,-1.443082951,0.07912139128,0.2047533863,0.347521849,0
0,-0.166544076,0.7585526477,0,0,-1.106588844,1.48012699,0.3350027834,-1.00106201,-0.4154730485,0
1,0.2258529376,-1.573575609,0,0,0.3644061055,-0.7573917305,1.153823238,-0.1971850793,0.347521849,0
0,-1.049437357,0.307172985,1,0,-0.3357130098,0.1809225718,1.716762301,-0.1971850793,-0.4154730485,0
1,-0.3627425828,0.6331694081,0,0,-0.991143671,1.516216002,0.5908841755,1.008630317,0.347521849,0
0,0.4220514444,-2.275721751,0,1,0.2582710269,1.119236874,0.07912139128,-1.00106201,-0.4154730485,0
1,0.1277536842,-0.695892932,0,1,-1.622368086,-1.587438998,-0.8932278988,1.008630317,-0.4154730485,0
0,-0.9513381032,0.0814831537,0,0,-0.1197188147,-0.1799675445,-1.763224632,-1.00106201,1.110516746,0
0,0.323952191,-1.072042651,0,0,-0.5703273942,0.6139907113,0.02794511285,-0.5991235449,0.347521849,0
1,0.4220514444,1.009319127,0,0,-0.3226788774,-0.7213027189,-1.763224632,-1.00106201,-0.4154730485,0
0,0.814448458,-0.2946665652,0,1,0.03110471815,0.4335456531,0.1814739481,-0.1971850793,-0.4154730485,0
0,1.108746218,1.059472423,0,1,0.7554300795,-1.551349986,0.4373553403,1.812507249,0.347521849,0
0,-0.0684448226,-1.372962426,0,1,0.3141315946,-0.901747777,-0.790875342,-1.00106201,-0.4154730485,0
1,-0.657040343,-0.1943599735,0,0,0.4090945597,1.263592921,-1.046756734,0.6066918519,1.110516746,0
1,-0.7551395964,-0.2946665652,0,0,-2.197731934,-0.5047686491,0.4885316187,-1.00106201,1.110516746,0
0,-0.166544076,-1.072042651,1,1,1.016112729,0.4335456531,-0.3302888361,-0.1971850793,0.347521849,0
1,-1.049437357,0.3824029288,0,1,-0.1755793824,1.227503909,-1.50734324,0.2047533863,3.399501439,0
1,-0.2646433294,0.332249633,0,0,-2.210766066,1.263592921,0.6932367324,-0.5991235449,2.636506541,1
1,0.6182499512,-0.8212761717,0,1,-1.397063796,-0.2160565561,1.40970463,1.812507249,-0.4154730485,0
1,1.206845472,-1.046966003,0,1,1.125971845,0.3613676299,0.3861790618,-0.5991235449,-0.4154730485,0
1,-0.166544076,0.03132985784,0,0,0.5524700168,-0.9378367886,-0.790875342,-1.00106201,1.110516746,0
1,-0.2646433294,0.7334759998,0,1,0.2396508376,2.237996234,0.8979418461,0.2047533863,-0.4154730485,0
0,1.010646965,-0.5203563966,0,1,-1.430580137,0.7222577461,-0.432641393,1.410568783,1.110516746,0
1,-1.73613213,0.006253209916,0,0,-0.01544575494,0.0004775136398,0.7955892892,2.214445714,-0.4154730485,0
1,-0.0684448226,0.7585526477,0,0,0.5822623196,-1.40699394,-1.046756734,1.812507249,0.347521849,0
0,-0.3627425828,1.987308396,0,0,1.999258721,0.1087445485,0.5908841755,-0.1971850793,-1.178467946,1
1,-0.4608418362,-0.04390008594,0,1,0.03110471815,0.9748808275,1.051470681,-0.1971850793,0.347521849,0
1,-0.657040343,-1.573575609,0,1,1.578442444,0.07265553689,0.07912139128,1.008630317,-1.178467946,0
1,0.6182499512,-0.695892932,0,1,0.7461199849,1.624483037,-1.50734324,0.6066918519,1.110516746,0
1,-0.4608418362,0.9340891832,0,0,-1.208999885,-1.046103823,-2.019106024,-0.1971850793,1.110516746,0
1,-1.343735117,0.6833227039,0,1,-1.819742092,-1.840062079,0.1814739481,0.6066918519,-1.178467946,0
0,-1.049437357,-0.695892932,0,0,0.7051555686,0.07265553689,-0.4838176714,0.2047533863,1.873511644,0
0,-0.166544076,-2.075108568,0,1,0.3457859163,-0.7573917305,1.512057187,2.214445714,-0.4154730485,0
1,-0.3627425828,0.7334759998,0,0,-0.674600454,0.4335456531,-0.7396990635,1.410568783,1.873511644,0
1,-0.2646433294,0.3573262809,0,1,0.4891613734,0.4335456531,-0.8932278988,0.6066918519,-0.4154730485,0
1,-0.2646433294,-0.2194366214,1,0,-0.6503942079,2.346263269,2.586759034,-0.5991235449,0.347521849,1
0,-0.8532388498,-0.1692833256,0,1,0.7219137389,-0.2882345794,-0.790875342,0.2047533863,0.347521849,0
1,-0.657040343,0.03132985784,0,1,0.5450219411,-0.2521455677,-0.02323116558,-0.5991235449,-1.178467946,0
1,0.814448458,-1.072042651,1,1,1.053353107,0.7222577461,0.8467655677,-0.5991235449,0.347521849,0
0,-0.7551395964,0.658246056,1,1,1.209762697,-0.1799675445,1.819114858,0.6066918519,1.873511644,0
1,0.2258529376,0.7585526477,0,0,-0.9855576142,-1.479171963,-0.074407444,0.6066918519,-1.178467946,0
1,0.4220514444,-0.4200498048,0,1,-1.5646455,1.119236874,0.4373553403,-0.1971850793,-1.178467946,0
1,2.285937259,0.4074795767,0,0,0.6958454739,0.3974566415,-1.251461848,-0.5991235449,0.347521849,0
1,0.323952191,-0.3197432131,0,0,-0.5386730725,-0.1799675445,1.358528352,-0.5991235449,2.636506541,1
1,-0.9513381032,1.235008958,0,0,-0.4455721263,-0.4686796375,0.1814739481,1.410568783,-1.178467946,0
0,-0.3627425828,0.4325562247,0,0,-0.2072337041,1.91319513,0.283826505,-0.1971850793,-1.178467946,0
0,-0.4608418362,-1.247579186,0,1,1.358724211,-0.613035684,2.330877642,-0.1971850793,1.110516746,0
0,1.403043978,-0.6457396362,0,0,-0.1085467011,-0.6852137072,1.153823238,0.2047533863,0.347521849,1
1,0.323952191,1.310238902,1,1,1.071973297,1.444037979,-1.046756734,-0.5991235449,5.688486131,1
1,1.304944725,-0.09405338179,0,1,-0.6354980566,-0.1077895212,-0.2279362793,-1.00106201,-0.4154730485,0
0,0.6182499512,1.485775438,0,1,0.07765519125,2.418441292,0.02794511285,-0.5991235449,-1.178467946,0
1,-0.9513381032,1.561005381,0,1,0.8373589121,0.6861687345,-2.019106024,-1.00106201,-1.178467946,0
0,-0.4608418362,-0.6206629883,0,0,-0.6038437349,2.237996234,-1.660872075,-0.5991235449,0.347521849,0
1,1.010646965,0.4576328726,0,0,-0.8161138922,0.3974566415,-0.5349939498,-0.1971850793,-0.4154730485,0
0,0.1277536842,-1.147272595,0,0,1.725541939,-0.2521455677,0.5397078971,-1.00106201,-0.4154730485,1
0,-0.3627425828,-1.372962426,0,0,-1.894222849,2.81542042,-0.02323116558,-0.5991235449,-0.4154730485,0
0,-1.638032877,-0.3197432131,0,0,-0.6261879619,-1.767884056,-1.763224632,1.812507249,-0.4154730485,0
1,0.2258529376,-1.573575609,1,1,-0.5628793185,-0.3604126026,-0.5349939498,-0.1971850793,-0.4154730485,0
1,0.6182499512,1.385468846,0,0,0.4370248435,-0.4686796375,0.9491181245,-0.1971850793,-1.178467946,1
0,-1.245635863,-0.6206629883,1,0,0.5841243385,-0.1799675445,-1.916753467,-0.1971850793,1.873511644,1
1,-0.8532388498,0.1316364496,0,0,1.887537585,-0.5408576607,0.4373553403,-0.5991235449,-1.178467946,1
1,-0.8532388498,1.385468846,0,0,0.1931003645,-0.7934807421,1.716762301,-0.5991235449,-0.4154730485,0
1,-0.0684448226,0.0814831537,0,0,-0.7192889081,-1.370904928,-0.2279362793,-1.00106201,-0.4154730485,0
1,0.0296544308,-1.423115722,0,0,1.153902129,-1.551349986,0.1814739481,-0.5991235449,-0.4154730485,0
1,-0.166544076,0.006253209916,0,0,0.6753632658,0.0004775136398,1.358528352,-0.5991235449,-1.178467946,0
0,0.0296544308,-0.5705096924,0,0,1.003078596,-0.9378367886,0.1814739481,-0.5991235449,0.347521849,0
